Fecha,RSSID,VBat,VIn,humedad,irradiancia,precipitacion,presion,temperatura,Name
2022-05-02,-91.56912169194173,4.123010704071263,4.977228233781841,51.11830486534128,211.29480063313304,0.0,752.8748295313853,19.15201542562688,E2_00020
2022-05-03,-92.13879474829191,4.1222289963249485,4.979873802022346,48.43867130630571,236.68547652740816,0.0,753.0037636920619,19.20723083789262,E2_00020
2022-05-04,-92.19966028638224,4.1219149563445665,4.971629065020456,47.740405801806126,151.78674350727235,0.0,752.4474368394227,19.58549535609609,E2_00020
2022-05-05,-92.77715882524838,4.121522224844145,4.969140323267744,58.83663598291293,54.68257013308129,0.0,753.2425605916695,17.84416975855259,E2_00020
2022-05-06,-92.37368845843422,4.120601302663439,4.967771399515738,58.41073397455642,33.063799704647806,0.0,754.2318228716467,17.46117105318901,E2_00020
2021-12-08,,,,56.24531436666667,39.9176559,0.0,876.5293618999999,28.1069546,E2_00006
2021-12-09,,,,,,,,,E2_00006
2021-12-10,,,,73.8127421490142,30.69637526576441,0.0,931.2388996750042,26.831890834837093,E2_00006
2021-12-11,,,,77.34629340956558,16.729018142439433,0.0,931.0369557458229,26.51193991645781,E2_00006
2021-12-12,,,,,,,,,E2_00006
2021-12-13,,,,,,,,,E2_00006
2021-12-14,,4.237641457059312,4.9725059139515455,59.11313028874057,17.412450758199846,0.00034265690312738364,897.6063152210992,27.695603700029665,E2_00006
2021-12-15,,4.221888505472962,5.040235576365155,52.40054587227183,14.472536843228099,0.0,896.8964666539968,31.375797865716848,E2_00006
2021-12-16,,4.070131840994533,3.8604032472089314,50.986821570957225,0.00651653947368421,0.0,895.8763287044187,32.01542034145876,E2_00006
2021-12-17,,4.147754879400881,4.436674331340255,62.0083583773174,1.5545833024003461,0.00035826935642678125,895.884185257549,29.025642852972013,E2_00006
2021-12-18,-86.21111111111111,3.501163936507937,1.6438742645502646,69.00241548042327,35.40512416296296,0.001226051851851852,897.6870879730159,27.864976237037034,E2_00006
2021-12-19,,,,,,,,,E2_00006
2021-12-20,,,,,,,,,E2_00006
2021-12-21,,,,,,,,,E2_00006
2021-12-22,,,,,,,,,E2_00006
2021-12-23,,,,,,,,,E2_00006
2021-12-24,,,,,,,,,E2_00006
2021-12-25,,,,,,,,,E2_00006
2021-12-26,,,,,,,,,E2_00006
2021-12-27,,,,,,,,,E2_00006
2021-12-28,,,,,,,,,E2_00006
2021-12-29,,,,,,,,,E2_00006
2021-12-30,,,,,,,,,E2_00006
2021-12-31,,,,,,,,,E2_00006
2022-01-01,,,,,,,,,E2_00006
2022-01-02,,,,,,,,,E2_00006
2022-01-03,,,,,,,,,E2_00006
2022-01-04,,,,,,,,,E2_00006
2022-01-05,,,,,,,,,E2_00006
2022-01-06,,,,,,,,,E2_00006
2022-01-07,,,,,,,,,E2_00006
2022-01-08,,,,,,,,,E2_00006
2022-01-09,,,,,,,,,E2_00006
2022-01-10,,,,,,,,,E2_00006
2022-01-11,,,,,,,,,E2_00006
2022-01-12,,,,,,,,,E2_00006
2022-01-13,,,,,,,,,E2_00006
2022-01-14,,,,,,,,,E2_00006
2022-01-15,,,,,,,,,E2_00006
2022-01-16,,,,,,,,,E2_00006
2022-01-17,,,,,,,,,E2_00006
2022-01-18,,,,,,,,,E2_00006
2022-01-19,,,,,,,,,E2_00006
2022-01-20,,,,,,,,,E2_00006
2022-01-21,,,,,,,,,E2_00006
2022-01-22,,,,,,,,,E2_00006
2022-01-23,,,,,,,,,E2_00006
2022-01-24,,,,,,,,,E2_00006
2022-01-25,,,,,,,,,E2_00006
2022-01-26,,,,,,,,,E2_00006
2022-01-27,,,,,,,,,E2_00006
2022-01-28,,,,,,,,,E2_00006
2022-01-29,,,,,,,,,E2_00006
2022-01-30,,,,,,,,,E2_00006
2022-01-31,,,,,,,,,E2_00006
2022-02-01,,,,,,,,,E2_00006
2022-02-02,,,,,,,,,E2_00006
2022-02-03,,,,,,,,,E2_00006
2022-02-04,,,,,,,,,E2_00006
2022-02-05,,,,,,,,,E2_00006
2022-02-06,,,,,,,,,E2_00006
2022-02-07,,,,,,,,,E2_00006
2022-02-08,-70.55119077174068,4.171583738417431,5.025594695152393,84.45782741644496,57.52336598869109,0.023983188867412242,851.8680250310125,21.90029924483777,E2_00006
2022-02-09,-72.63815481086459,4.223244656948429,5.026377107991454,90.54757291318184,68.28660622283097,0.0011620687507120074,852.6374885786234,19.617393235561256,E2_00006
2022-02-10,-69.56179076162628,4.224140436914044,5.026289960868606,85.28348789940853,100.60071014522417,0.0,852.1389961859031,20.344741897044404,E2_00006
2022-02-11,-69.7266063657205,4.221946860261727,5.024824595497343,84.76033760262455,89.33659191009319,0.0002192997076023392,851.286738726787,19.53167761151683,E2_00006
2022-02-12,-68.68639245678465,4.221318505068317,5.025371154560097,84.26551335746278,85.31220878630407,2.3091517857142855e-05,851.2914697183851,20.100604783351784,E2_00006
2022-02-13,-69.409118775892,4.225237159061922,5.027577115717783,83.99944710309917,73.91217775274768,4.537280701754386e-05,851.6209120049681,20.041025211435088,E2_00006
2022-02-14,-69.86439528773626,4.244232211204339,5.04450868548182,88.24351661886601,0.0,0.34961071065344523,852.6386447304009,19.33577499143995,E2_00006
2022-02-15,-77.62048194982405,4.2451144181805525,5.044631910498468,84.84400198813681,116.63050833518909,0.0,852.8464821356387,21.243024270659163,E2_00006
2022-02-16,-74.64152840019727,4.244185017761497,5.044346135710245,86.34187483044332,63.5881055016524,0.0,852.7436170585522,19.416284136827507,E2_00006
2022-02-17,-71.57173032916741,4.244011293786304,5.044300463533415,84.39947742680279,85.4410435196855,0.0,852.8780211644663,20.692132574781432,E2_00006
2022-02-18,-73.79801065162907,4.244987696063074,5.044810648757309,85.53140679222797,87.16878965204678,8.31812865497076e-05,852.11888819481,19.85986812176274,E2_00006
2022-02-19,-74.60510071474984,4.241454031838857,5.041234980506823,85.6481920459308,96.00304312187296,0.0858779539473684,852.5053960086907,19.84639513738629,E2_00006
2022-02-20,-73.33751400281005,4.221795018550165,5.025689281043518,84.79868730965885,86.40728546224938,0.004968719585421889,852.8305794159181,20.3271405057955,E2_00006
2022-02-21,-72.77350059175717,4.221330597326651,5.023690324712243,81.83996870012851,86.81665373321324,0.0,852.8635182194172,19.485826639933165,E2_00006
2022-02-22,-71.33155418578004,4.219335848229708,5.024660998168076,80.161779506531,70.75303546541683,0.0,852.9126642169115,18.824353313610505,E2_00006
2022-02-23,-73.33292163060553,4.222782773467336,5.026019852328251,79.04062175049393,78.04900119749895,0.0,852.8252515791734,20.130019012281355,E2_00006
2022-02-24,-74.03749796946069,4.225378771889213,5.028113197391627,78.41129088176662,99.88734468974955,0.0,852.5165548400265,21.016374907351132,E2_00006
2022-02-25,-73.04301284137553,4.225159558685383,5.028755115762436,78.7420062029124,95.88030787270445,0.0,852.7884363543257,20.567723956565555,E2_00006
2022-02-26,-72.71997532983407,4.225477314000512,5.028363041143697,80.39925705104666,68.98767282175659,0.0,853.5478509547985,20.11409387373512,E2_00006
2022-02-27,-70.632853677755,4.225824583195679,5.029590329844498,85.61153610359065,44.92243600362886,0.05124016885964911,853.1995573258181,20.007813100537565,E2_00006
2022-02-28,-68.96614924196594,4.242110677927186,5.043749023570551,89.9849689468219,46.49710401306669,0.05114471622188308,853.0154698218606,19.469127403765192,E2_00006
2022-03-01,-69.6184098065677,4.247487317556713,5.048061171647065,91.31144045982904,8.514283814394961,0.042209971659919014,853.1279223998811,17.975444295289506,E2_00006
2022-03-02,,,,,,,,,E2_00006
2022-03-03,,,,,,,,,E2_00006
2022-03-04,,,,,,,,,E2_00006
2022-03-05,,,,,,,,,E2_00006
2022-03-06,,,,,,,,,E2_00006
2022-03-07,,,,,,,,,E2_00006
2022-03-08,-69.30701754385964,4.160446827485381,5.048819064327485,81.90660138888889,209.82342031578946,0.005474893274853801,852.4994039824561,22.37648971783626,E2_00006
2022-03-09,-70.60426065162908,4.250420065162907,5.050861082706766,87.73560791804509,0.0,0.0,852.8976399869673,17.467947944611527,E2_00006
2022-03-10,,,,,,,,,E2_00006
2022-03-11,-82.82142857142857,4.24441,5.043566428571429,91.79722810714284,0.0,0.0005541785714285715,851.8697771071429,19.22973475,E2_00006
2022-03-12,-81.17317765540209,4.249374999353015,5.049250874976177,86.27470398415272,80.95938931088598,0.0,852.9982363296294,19.922210772806142,E2_00006
2022-03-13,-78.73410564230637,4.129452259024352,5.046887912251853,87.32716796829577,16.25805338986355,0.007356375266331202,853.5398262150555,20.383317927533184,E2_00006
2022-03-14,-73.17929290776809,4.241752230809051,5.04218042147859,86.80400563984686,68.63901620070398,0.10161983635265702,853.2836326382716,20.085986196639265,E2_00006
